ACTOR NAME,SOCRADAR RANK,ALIASES,SECTORS,TARGET COUNTRIES,TOTAL IOCS
Inception Framework,62,Blue Odin|Inception Framework|Oxygen|ATK 116|The Rocra|Clean Ursa|Cloud Atlas,Mining|Energy & Utilities |Finance|Public Administration|Space & Defense|National Security&International Affairs,Russia|Kazakhstan|Lithuania|Indonesia|Malaysia|Germany|Morocco|Cyprus|Slovenia|Belgium|Mozambique|Turkey|France|Armenia|Kenya|Romania|Switzerland|Uzbekistan|Tajikistan|Jordan|Oman|Kyrgyzstan|Turkmenistan|Suriname|Vietnam|Saudi Arabia|Brazil|Uganda|Belarus|UAE|Iran|Tanzania|Pakistan|Moldova|South Africa|Portugal|India|Italy|Greece|Ukraine|Austria|Venezuela|Azerbaijan|Qatar|Afghanistan|USA|Georgia|Paraguay|Lebanon|Congo,423
Watchdog,8,ThiefLibra|Thief Libra,,,129
FusionCore,252,,,,24798
RTM,396,RTM,,Russia|Kazakhstan|Czech|Germany|Ukraine,53
leetMX,111,leetMX,,Argentina|Guatemala|Mexico|USA|El Salvador|Costa Rica,1955
Confucius,220,Confucius,,"Russia|Trinidad and Tobago|Mongolia|Indonesia|France|most of the South and Southeast Asian countries, most of the Middle Eastern countries and most of the African countries|Poland|UAE|Iran|Pakistan|UK|India|Italy|Ukraine|Azerbaijan|Bangladesh|USA|Slovakia|Spain",4489
Boulder Bear,534,,,,0
YoroTrooper,628,SaltedEarth|SturgeonFisher|Salted Earth|Sturgeon Fisher|YoroTrooper,Energy & Utilities |Public Administration,Europe|Azerbaijan|Kazakhstan|Tajikistan|Kyrgyzstan|Turkmenistan|Germany|Turkey,39
Earth Longzhi,608,SnakeCharmer,,,0
Predator Panda,689,,,,0
SilverFish,646,,,,0
Tempting Cedar Spyware,459,TemptingCedarSpyware|Tempting Cedar Spyware,,China|Israel|USA|Germany|France,0
POISONUS PANDA,681,,,,0
RATicate,215,RATicate,Manufacturing|Other|Telecommunications,Switzerland|Romania|Japan|Europe and Middle East|UK|Kuwait|South Korea,632
UTA0178,425,UNC5221|UTA0178,,Worlwide,61
Comment Crew,40,Byzantine Candor|BrownFox|TG-8223|Comment Panda|Shanghai Group|APT 1|Byzantine Hades|GIF89a|Group 3|Comment Crew,Manufacturing|Construction|Public Administration|Educational Services|Space & Defense|Energy & Utilities |Chemical&Pharmaceutical Manufacturing|National Security&International Affairs|Mining|Telecommunications|Transportation&Warehousing|Agriculture&Forestry|Electrical&Electronical Manufacturing|Finance|HealthCare & Social Assistance,Switzerland|UAE|Israel|Japan|Norway|USA|Vietnam|France|Taiwan|Singapore|South Africa|UK|Belgium|India|Canada|South Korea|Luxembourg,2000
DarkHotel,563,ATK 52|Higaisa|CTG-1948|Zigzag Hail|SIG25|Tungsten Bridge|Fallout Team|Shadow Crane|APT-C-06|Dubnium|DarkHotel|Luder|T-APT-02,Manufacturing|Public Administration|Energy & Utilities |Chemical&Pharmaceutical Manufacturing|National Security&International Affairs|Electrical&Electronical Manufacturing|Other|Finance|HealthCare & Social Assistance,"China|Kazakhstan|Russia|Mexico|Indonesia|Malaysia|Germany|Taiwan|others|Belgium|Philippines|Mozambique|Turkey|Armenia|Israel|Uzbekistan|Tajikistan|Turkmenistan|Ireland|Kyrgyzstan|Vietnam|Saudi Arabia|Ethiopia|Poland|Brazil|Belarus|UAE|Moldova, Republic of|Pakistan|Hong Kong|UK|India|Italy|Greece|Ukraine|South Korea|Russian Federation|Japan|Bahamas|North Korea|Thailand|Bangladesh|Afghanistan|USA|Serbia|Singapore|Lebanon",2146
EMISSARY PANDA,3,Group 35|TEMP.Hippo|Iron Taurus|ZipToken|Iron Tiger|APT 27|Bronze Union|LuckyMouse|Emissary Panda|TG-3390|Earth Smilodon|ATK 15|Budworm|Red Phoenix,Manufacturing|Educational Services|Public Administration|Electrical&Electronical Manufacturing|Air Transportation|Telecommunications|Space & Defense|National Security&International Affairs,Thailand|UK|USA|China|India|Australia|Turkey|Japan|Middle East|Canada|Germany|Israel|Mongolia|Spain|South Korea|Iran|Taiwan|Tibet|Philippines|Hong Kong|Russia,1821
Storm-0558,301,Storm-0558,Public Administration|Telecommunications,Europe|USA|Germany|United States,0
The Big Bang,523,The Big Bang,,Middle East|Palestine,0
Operation C-Major,83,Earth Karkaddan|STEPPY-KAVACH|Copper Fieldstone|ProjectM|Mythic Leopard|APT 36|Transparent Tribe|TEMP.Lapis|Green Havildar|APT-C-56,Educational Services|Public Administration|National Security&International Affairs,China|Kazakhstan|Mongolia|Malaysia|Sweden|Germany|Belgium|Turkey|Kenya|Romania|Oman|Australia|Botswana|Saudi Arabia|UAE|Bulgaria|Iran|Czech|Pakistan|UK|Netherlands|India|Austria|Azerbaijan|Nepal|Japan|Thailand|Afghanistan|USA|Canada|Spain,644
Operation Kabar Cobra,699,,,,0
APT39,335,APT 39|ITG07|Remix Kitten|Chafer|Cobalt Hickman|Radio Serpens|TA454,Transportation&Warehousing|Public Administration|Electrical&Electronical Manufacturing|Air Transportation|Telecommunications,Middle East|UAE|Israel|Jordan|USA|Kuwait|Saudi Arabia|Turkey|Spain,131
WIP19,156,,,,0
luoxk,703,,,,0
Bahamut,355,Bahamut,,UAE|Palestine|Iran|Qatar|Egypt|Tunisia|Pakistan|Turkey,2664
Pickaxe,598,PryingLibra|Prying Libra,,,0
Operation DRBControl,137,,,,0
People's Cyber Army of Russia,473,,,,0
Shadow Network,489,Shadow Network,Educational Services|Public Administration,China|Russia|Mexico|Lithuania|Malaysia|Sweden|Germany|Taiwan|Philippines|France|Romania|Tibet|Israel|Australia|Vietnam|New Zealand|Papua New Guinea|UAE|Pakistan|Hong Kong|UK|Netherlands|Italy|India|Greece|South Korea|Azerbaijan|Nepal|Japan|Qatar|Thailand|Afghanistan|USA|Canada,0
RansomVC,480,Ransomed.vc,,,0
STORM-1849,213,UAT4356,,,0
APT 22,375,G0039|BRONZE OLIVE|Group 46|Suckfly,,,0
SideWinder,67,RAZORTIGER|Rattlesnake|APT-C-17|T-APT-04,Retail|Finance|HealthCare & Social Assistance|Public Administration|Chemical&Pharmaceutical Manufacturing|Electrical&Electronical Manufacturing,India,466
TA547,472,,,,41
The White Company,222,The White Company,Public Administration|National Security&International Affairs,Pakistan,0
Threatsec,307,,,,0
Void Manticore,89,,,,0
GoldFactory,345,,,,0
Operation EmailThief,398,TEMP_Heretic|Operation EmailThief,Public Administration,Europe,0
FASTCash,745,,,,184
LYCEUM,402,HEXANE|YellowDev9|MYSTICDOME|COBALTLYCEUM|Lyceum|ATK120|ATK 120|siamesekitten|Hexane|COBALT LYCEUM|UNC1530|Yellow Dev 9|CobaltLyceum|Chrono Kitten|Cobalt Lyceum|ChronoKitten|Siamesekitten|Spirlin|Storm-0133,Air Transportation|Manufacturing|Public Administration|Educational Services|Energy & Utilities |National Security&International Affairs|Mining|Telecommunications|Agriculture&Forestry|Electrical&Electronical Manufacturing|Banking|Finance|Professional&Technical Services|HealthCare & Social Assistance,"Senegal|Burkina Faso|Morocco|Venezuela, Bolivarian Republic of|Kenya|Israel|Mali|Tunisia|Saudi Arabia|Ethiopia|Middle East, Central Asia and Africa|Middle East|UAE|Ghana|Pakistan|South Africa|Kuwait|Nigeria|Egypt|Angola",330
Fxmsp,569,,,,0
SCULLY SPIDER,507,,,,0
Operation Ghoul,244,Operation Ghoul,Manufacturing|Educational Services|Other|Chemical&Pharmaceutical Manufacturing,China|Gibraltar|Sweden|Germany|Taiwan|Turkey|France|Romania|Switzerland|Saudi Arabia|UAE|Iran|Pakistan|UK|Portugal|India|Italy|Azerbaijan|Iraq|Qatar|Egypt|USA|Spain,0
Rebel Jackal,180,FallagaTeam,,,0
ITG18,520,ITG18,Public Administration|Chemical&Pharmaceutical Manufacturing|National Security&International Affairs,USA,17
Prophet Spider,149,GOLD MELODY|UNC961|GOLDMELODY,,,38
Operation LiberalFace,337,Operation LiberalFace|MirrorFace,Public Administration,Japan,0
Xiaoqiying,275,Genesis Day|Teng Snake|TengSnake|GenesisDay,,,0
APT 6,411,APT 6|1.phpGroup|1.php Group|APT6,Public Administration,USA,0
Prolific Puma,644,,,,86
IXESHE,517,CTG-8223|DNSCalc|BeeBus|Numbered Panda|Group 22|APT 12|Crimson Iron|Calc Team|Bronze Globe|DynCALC,Public Administration|Electrical&Electronical Manufacturing|Telecommunications|National Security&International Affairs,Japan|USA|Germany|Taiwan|East Asia,436
BelialDemon,187,Matanbuchus,,,6083
Operation Emmental,317,Retefe Group|Retefe Gang|RetefeGang|RetefeGroup,,,0
Roaming Tiger,4,BronzeWoodland|RoamingTiger|Bronze Woodland|RottenTomato|Roaming Tiger|BRONZE WOODLAND|CTG-7273|BRONZEWOODLAND|Rotten Tomato,,Belarus|Russia|Kazakhstan|Uzbekistan|Tajikistan|Kyrgyzstan|Ukraine,0
Libyan Scorpions,635,Libyan Scorpions,,Libya,0
TAG-38,460,TAG-38,Energy & Utilities ,India,0
TA2101,732,Gold Village|Twisted Spider|TA2101|Maze Team,Manufacturing|Construction|Public Administration|Educational Services|Energy & Utilities |Mining|Telecommunications|Transportation&Warehousing|Retail|Electrical&Electronical Manufacturing|Finance|HealthCare & Social Assistance,Thailand|USA|Germany|Costa Rica|UK|Italy|Canada|South Korea|France,0
Operation Comando,557,Operation Comando,HealthCare & Social Assistance,Brazil,0
DarkVishnya,640,,,,0
DiceyF,420,,,,0
GOLD SKYLINE,385,,,,0
Operation Parliament,302,Operation Parliament,Public Administration|Educational Services|Energy & Utilities |National Security&International Affairs|Civic&Social Organizations|Telecommunications|Finance|HealthCare & Social Assistance|Arts & Entertainment,Djibouti|Russia|United Kingdom|Germany|Morocco|Lebonon|Israel|Jordan|Oman|Chile|Somalia|Saudi Arabia|Denmark|United States|UAE|Palestine|Iran|UK|Kuwait|India|South Korea|United Arab Emirates|Iraq|Qatar|Afghanistan|Egypt|USA|Serbia|Lebanon|Canada|Syria,0
UAC-0118,318,FRwL|FromRussiaWithLove,,,0
Group5,129,Group5,,Syria,0
XDSpy,306,XDSpy,Public Administration,Belarus|Russia|Serbia|Moldova|Ukraine,0
Earth Berberoka,135,Earth Berberoka|GamblingPuppet|EarthBerberoka,Educational Services|Electrical&Electronical Manufacturing|Information Services|Banking|Betting,China|Malaysia|Southeast Asia|Hong Kong|Taiwan|United States,29
BazarCall,276,BazzarCall|BazaCall,,,506
Witchetty,329,LookingFrog,,,1364
Poseidon Group,716,Poseidon Group,Energy & Utilities |Manufacturing|Finance|Public Administration|Telecommunications,UAE|Russia|Kazakhstan|USA|India|Brazil|France,1955
ResumeLooters,664,,,,17
Slingshot,478,Slingshot,,Kenya|Sudan|Jordan|Yemen|Iraq|Libya|Afghanistan|Tanzania|Somalia|Congo|Turkey,1801
Predatory Sparrow,744,Gonjeshke Darande|GonjeshkeDarande|Indra,Manufacturing|Energy & Utilities |National Security&International Affairs|Transportation&Warehousing|Electrical&Electronical Manufacturing|HealthCare & Social Assistance,"Belarus|Russian Federation|Uzbekistan|Tajikistan|Moldova, Republic of|Iran|Israel|Kazakhstan|Mexico|Thailand|Kyrgyzstan|Turkmenistan|Poland|Ukraine|Syria|Armenia|Brazil",1573
APT-C-60,300,APT-Q-12,,,0
Mirage,11,Bronze Idlewood|Royal APT|Metushy|Bronze Davenport|Playful Dragon|Social Network Team|Nylon Typhoon|Vixen Panda|APT 15|Nickel|GREF|Red Vulture|Playful Taurus|Bronze Palace|BackdoorDiplomacy|Flea|Ke3chang|CTG-9246,Air Transportation|Manufacturing|Public Administration|Space & Defense|Energy & Utilities |Chemical&Pharmaceutical Manufacturing|National Security&International Affairs|Mining|Telecommunications|Electrical&Electronical Manufacturing|Other,China|Kazakhstan|Trinidad and Tobago|Argentina|Guatemala|Montenegro|Mexico|Indonesia|Malaysia|Germany|Hungary|Belgium|Turkey|France|Switzerland|Uzbekistan|Mali|Sri Lanka|Chile|Barbados|Honduras|Poland|Saudi Arabia|Brazil|UAE|Bulgaria|Ghana|Colombia|Iran|Czech|Croatia|Albania|Pakistan|Jamaica|Kuwait|Panama|South Africa|Portugal|India|Italy|UK|Namibia|Venezuela|Ecuador|Nigeria|Dominican Republic|Bhutan|Libya|Afghanistan|Egypt|USA|Slovakia|El Salvador|Georgia|Peru|Syria|Bosnia and Herzegovina,1106
MoneyTaker,718,MoneyTaker,Finance,Russia|USA|UK,0
BlackJack,656,,,,0
OilAlpha,485,TAG-41|OilAlpha|TAG-62,,,0
RedDelta,547,TA416|RedDelta,Public Administration|Telecommunications,China|Czech|Australia|India|Indonesia|USA|Slovakia|Germany|Hong Kong|Myanmar|Vietnam|Ethiopia|Italy|Ukraine|Spain,1664
PhantomControl,466,,,,0
FIN5,727,FIN5,HealthCare & Social Assistance|Arts & Entertainment,,0
Operation Wocao,255,,,,0
TA2552,380,TA2552,,,0
Blackatom,607,,Transportation&Warehousing|National Security&International Affairs,Israel,0
UNC3524,228,,,,7
Eloquent Panda,695,,,,0
Tortilla,430,Tortilla,,Finland|Thailand|USA|Germany|UK|Honduras|Ukraine|Brazil,0
Cyber Toufan,145,,,,0
Blackgear,184,Comnie|BLACKGEAR|Topgear|Blackgear,,Japan|South Korea|Taiwan,1389
OUTLAW SPIDER,670,,,,0
PIZZO SPIDER,685,Ambiorx|DD4BC,,,0
WIZARD SPIDER,158,Grim Spider|ITG23|Periwinkle Tempest|Wizard Spider|Gold Blackburn|Gold Ulrick|DEV-0193|TEMP.MixMaster,Finance|HealthCare & Social Assistance|Public Administration|Telecommunications|National Security&International Affairs,Worldwide,278
TA554,260,TH-163,,,6
Cyber Caliphate Army (CCA),416,Cyber Caliphate Army (CCA)|ATK 133|United Cyber Caliphate (UCC)|TAG-CT6|Islamic State Hacking Division,Public Administration|National Security&International Affairs,USA|Australia|Canada|UK,0
GOLD BURLAP,733,CYBORG SPIDER|CYBORGSPIDER,HealthCare & Social Assistance,,0
Night Dragon,107,Night Dragon,Mining|Energy & Utilities |Chemical&Pharmaceutical Manufacturing,Kazakhstan|USA|Taiwan|Netherlands|Greece,0
TwoSail Junk,284,TwoSail Junk|Operation Poisoned News,,Hong Kong,0
CyberAv3ngers,554,CyberAv3ngers,Other,USA|Israel|Ireland,0
Shadow Academy,464,Shadow Academy|ShadowAcademy,Educational Services,USA|Afghanistan|Australia|UK,0
TA575,334,,,,0
UNC5337,413,,,,0
UNC3886,121,,,,0
Team-Xecuter,603,,,,0
Gamaredon Group,132,Callisto|Actinium|Trident Ursa|Iron Tilden|SectorC08|DEV-0157|Primitive Bear|Gamaredon Group|BlueAlpha|Shuckworm|Aqua Blizzard|Armageddon|Blue Otso|UAC-0010|Winterflounder,Public Administration|National Security&International Affairs,China|Kazakhstan|Russia|Guatemala|Indonesia|Malaysia|Sweden|Germany|Turkey|Romania|Israel|Australia|Chile|Vietnam|Papua New Guinea|Honduras|Poland|Latvia|Brazil|Denmark|Colombia|Iran|Croatia|Albania|Pakistan|South Africa|Netherlands|UK|Portugal|India|Italy|South Korea|Ukraine|Austria|Japan|Nigeria|Bangladesh|Norway|USA|Georgia|Canada|Spain,13589
XakNet,386,UAC-0100|UAC-0106,,,0
SideCopy,376,SideCopy,,India,573
Pacha Group,610,,,,0
MirrorFace,230,,,,0
Mofang,26,Superman|BRONZEWALKER|Superman|BRONZEWALKER,Other|Public Administration,United States|India|Singapore|South Korea|Germany|Canada|Myanmar,0
Kiss-a-Dog,259,,,,0
N4ughtysecTU,397,,,,0
INDRIK SPIDER,714,Indrik Spider|Blue Lelantos|Evil Corp|DEV-0243|Gold Drake|Gold Winter|Manatee Tempest|UNC2165,Finance|HealthCare & Social Assistance|Public Administration,Worldwide,287
Earth Yako,532,OperationRestyLink|Earth Yako|Operation Enelink|Enelink|EarthYako|OperationEnelink|Operation RestyLink,,Japan,0
TEMP.Hermit,144,,,,31
Urpage,229,Urpage,,Pakistan,174
Xcatze,203,,,,0
GCHQ,45,GCHQ|GovernmentCommunicationsHeadquarters|Government Communications Headquarters,Public Administration|Telecommunications,Belgium|UK,20
BlueBottle,499,,,,0
HomeLand Justice,86,HomeLand Justice,,Albania,0
SPIKEDWINE,513,,,,0
LightBasin,348,TH-239|DecisiveArchitect|CL-CRI-0025|UNC1945|LightBasin,Finance|Telecommunications,,45
Dust Storm,382,Dust Storm,Mining|Energy & Utilities ,Japan|USA|Europe and Southeast Asia|South Korea,0
Storm-1283,579,,,,0
Sea Turtle,12,COSMIC WOLF|CosmicWolf|UNC1326|Sea Turtle|Teal Kurma|COSMICWOLF|SeaTurtle|TealKurma|Silicon|Cosmic Wolf|SILICON|MarbledDust|Marbled Dust,Energy & Utilities |Public Administration|Telecommunications|Space & Defense|National Security&International Affairs,Switzerland|UAE|Sudan|Jordan|Iraq|Libya|Syria|Egypt|Albania|USA|Sweden|Germany|Cyprus|Netherlands|Lebanon|Greece|Turkey|Armenia,64
UAC-0149,64,,,,0
Nexus Zeta,546,,,,0
Worok,463,Worok,Energy & Utilities |Finance|Public Administration|Telecommunications,China|Kazakhstan|Mongolia|Southern Africa|Yemen|Indonesia|Malaysia|Southeast Asia|Myanmar|Philippines|Turkey|Uzbekistan|Tajikistan|Oman|Cambodia|Turkmenistan|Kyrgyzstan|The Middle East|Vietnam|Botswana|Saudi Arabia|UAE|Iran|Laos|South Africa|Central Asia|South Korea|Namibia|Japan|North Korea|Iraq|Thailand|Singapore|Lebanon|East Asia|Syria,0
Operation Epic Manchego,177,Operation Epic Manchego|OperationEpicManchego,,China|Uruguay|Malaysia|Sweden|Germany|Hungary|France|Romania|Vietnam|Poland|Bulgaria|Czech|UK|Netherlands|Italy|Ukraine|South Korea|Japan|USA|Canada,0
MALLARD SPIDER,551,MallardSpider|Mallard Spider|GOLD LAGOON|GoldLagoon|Gold Lagoon|GOLDLAGOON,,,164
Camaro Dragon,609,,,,24
Toxic Panda,704,,,,0
Sunglow Blizzard,426,DEV-0665,,,0
Killnet,605,,"Electrical Equipment, Appliance, and Component Manufacturing|Public Administration|Educational Services|Energy & Utilities |National Security&International Affairs|Mining|Telecommunications|Transportation&Warehousing|Electrical&Electronical Manufacturing|Banking|Other|Finance|HealthCare & Social Assistance|Arts & Entertainment|Delivery Services",Lithuania|Germany|Philippines|France|Romania|Israel|Australia|Poland|Latvia|Denmark|United States|Portugal|Italy|India|Ukraine|Estonia|Russian Federation|Norway|Czech Republic|Georgia|Singapore|Canada,415
UNC2659,196,,,,0
UAC-0094,548,,,,0
TeamXRat,154,CorporationXRat|CorporacaoXRat,,,1389
TA410,269,,,,1397
Storm-1113,383,,,,0
TeamTNT,427,AdeptLibra|Adept Libra,,,3898
Attor,717,,Other|Public Administration|Telecommunications,,61
Lilac Typhoon,617,DEV-0234,,,0
Desorden Group,584,,,,0
ShinyHunters,75,,,,0
RIDDLE SPIDER,117,Riddle Spider|Avaddon Team,,China|Russia|Indonesia|Germany|Costa Rica|Belgium|France|Switzerland|Jordan|Australia|Poland|Brazil|UAE|Czech|Worldwide|UK|Portugal|India|Italy|South Korea|Japan|Thailand|USA|Peru|Canada|Spain,0
DustSquad,235,DustSquad|APT-C-34|Nomadic Octopus|Golden Falcon,Public Administration|National Security&International Affairs,Central Asia|Kazakhstan|Afghanistan,0
CIA,46,CIA|Central Intelligence Agency|CentralIntelligenceAgency,,Worldwide,3916
SharpPanda,78,SharpPanda,Public Administration,Thailand|Indonesia|Southeast Asia|Vietnam|Germany,0
Packrat,93,Packrat,Public Administration,Venezuela|Brazil|Argentina|Ecuador,0
ProCC,643,,,,0
APT31,23,Zirconium|Redkeres|JUDGMENTPANDA|Red keres|BRONZEVINEWOOD|JUDGMENT PANDA|ZIRCONIUM|TA412|VioletTyphoon|Violet Typhoon|BRONZE VINEWOOD,,,93
UNC2452,147,,,,510
Blue Termite,589,Blue Termite|Cloudy Omega,Construction|Public Administration|Educational Services|Energy & Utilities |Automotive|Chemical&Pharmaceutical Manufacturing|Telecommunications|Transportation&Warehousing|Agriculture&Forestry|Electrical&Electronical Manufacturing|Other|Finance|HealthCare & Social Assistance,Japan,1598
GOLD FAIRFAX,627,,,,0
Honeybee,623,Honeybee,,Japan|Argentina|Indonesia|Vietnam|Singapore|Canada|South Korea,0
KAX17,326,,,,0
Cyber Partisans,667,,,,0
The Shadow Brokers,514,TSB|Shadow Brokers|The ShadowBrokers|ShadowBrokers|TheShadowBrokers,,,107
Operation Poison Needles,163,Operation Poison Needles,HealthCare & Social Assistance,Russia,0
Madi,162,Mahdi|Madi,Mining|Finance|Educational Services|Other|Public Administration,Switzerland|Israel|Iran|Ecuador|Iraq|Australia|USA|Vietnam|New Zealand|Pakistan|Saudi Arabia|Mozambique|Greece|United States,0
Tonto Team,32,Earth Akhlut|LoneRanger|Tonto Team|Karma Panda|CactusPete|Bronze Huntley|TAG-74|HeartBeat|HartBeat,Finance|Public Administration|National Security&International Affairs,Russia|Japan|Mongolia|Eastern Europe|USA|Taiwan|India|South Korea,133
Operation BugDrop,160,Operation BugDrop,Mining|Other,Saudi Arabia|Russia|Ukraine|Austria,0
UNC2717,561,,,,0
[Unnamed groups: China],366,[Unnamedgroups:China]|[Unnamed groups: China],Public Administration|National Security&International Affairs,Japan|Cambodia|USA|Myanmar|Taiwan|Netherlands|Worlwide,0
TianWu,261,,Public Administration|Mining|Telecommunications|Transportation&Warehousing|Information Services|Other|Betting|Arts & Entertainment,China|Kazakhstan|Hong Kong|Taiwan|Philippines,0
Storm-0835,274,,,,0
NB65,591,Network Battalion 65|NetworkBattalion65|NB65,,Russia,0
BITWISE SPIDER,675,,,,45
